	id	Uniprot.accession	Protein.short.name	Gene.Names	Protein.Names	Log2.ratio.D3.D0.Repl1	Log2.ratio.D3.D0.Repl2	Log2.ratio.D6.D3.Repl1	Log2.ratio.D6.D3.Repl2	Log2.ratio.D9.D6.Repl.1	Log2.ratio.D9.D6.Repl.2	Log2.ratio.D12.D9.Repl1	Log2.ratio.D12.D9.Repl2	Log2.ratio.iPS.D12.Repl.1	Log2.ratio.iPS.D12.Repl.2	GOCC	GOBP	GOMF	KEGG	Protein.Descriptions
194	3249	P35980	RL18	Rpl18	60S ribosomal protein L18	0.525	0.097	-0.164	-0.069	-0.238	-0.016	-0.16	-0.158	0.314	0.111	intracellular;cytoplasm;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity	Ribosome	>sp|P35980|RL18_MOUSE 60S ribosomal protein L18 OS=Mus musculus GN=Rpl18 PE=2 SV=3;>tr|Q58EW0|Q58EW0_MOUSE Ribosomal protein L18 OS=Mus musculus GN=Rpl18 PE=2 SV=1
195	3583	P62717	RL18A	Rpl18a	60S ribosomal protein L18a	0.653	-0.033	-0.402	0.392	-0.14	-0.217	-0.147	-0.068	0.298	0.071	ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity	Ribosome	>sp|P62717|RL18A_MOUSE 60S ribosomal protein L18a OS=Mus musculus GN=Rpl18a PE=1 SV=1
196	46	P84099	RL19	Rpl19	60S ribosomal protein L19	1.77	-1.847	-1.462	1.066	-0.024	-0.11	-0.037	1.476	0.449	-0.088	intracellular;ribosome;large ribosomal subunit;cytosolic large ribosomal subunit;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;organelle part;intracellular part;cytoplasmic part;intracellular organelle part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity	Ribosome	>sp|P84099|RL19_MOUSE 60S ribosomal protein L19 OS=Mus musculus GN=Rpl19 PE=1 SV=1;>tr|Q5I0T8|Q5I0T8_MOUSE Ribosomal protein L19 OS=Mus musculus GN=Rpl19 PE=2 SV=1;>tr|A2A547|A2A547_MOUSE Ribosomal protein L19 OS=Mus musculus GN=Rpl19 PE=3 SV=1
197	2714	O09167	RL21	Rpl21	60S ribosomal protein L21	0.639	0.127	-0.69	0.492	-0.203	0.03	-0.065	0.183	0.193	-0.413	intracellular;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity	Ribosome	>sp|O09167|RL21_MOUSE 60S ribosomal protein L21 OS=Mus musculus GN=Rpl21 PE=2 SV=3;>tr|Q9CQM8|Q9CQM8_MOUSE MCG120646 OS=Mus musculus GN=Rpl21 PE=2 SV=1;>tr|D3YWQ7|D3YWQ7_MOUSE MCG11578 OS=Mus musculus GN=Gm16415 PE=4 SV=1;>tr|D3Z3K3|D3Z3K3_MOUSE MCG132291 
198	3637	P67984	RL22	Rpl22	60S ribosomal protein L22	0.553	0.367	-0.415	-0.01	0.13	-0.037	-0.318	-0.098	0.422	-0.001	intracellular;cytoplasm;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part	cell activation;immune system process;leukocyte differentiation;translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;lymphocyte differentiation;cell differentiation;T cell differentiation;developmental process;cellular macromolecule biosynthetic process;T cell activation;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process;leukocyte activation;alpha-beta T cell activation;alpha-beta T cell differentiation;lymphocyte activation;cellular developmental process	pattern binding;nucleic acid binding;RNA binding;structural constituent of ribosome;structural molecule activity;binding;glycosaminoglycan binding;heparin binding;carbohydrate binding;polysaccharide binding	Ribosome	>sp|P67984|RL22_MOUSE 60S ribosomal protein L22 OS=Mus musculus GN=Rpl22 PE=2 SV=2;>tr|Q4VAG4|Q4VAG4_MOUSE MCG12304 OS=Mus musculus GN=Rpl22 PE=2 SV=1
199	3885	Q0VBA4	Q0VBA4	Rpl22l1	60S ribosomal protein L22-like 1 OS	0.957	0.619	-0.489	0.067	-0.125	0.324	-0.076	-0.05	-0.79	-1.072	intracellular;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity	Ribosome	>tr|Q0VBA4|Q0VBA4_MOUSE MCG16976, isoform CRA_c OS=Mus musculus GN=Rpl22l1 PE=2 SV=1;>sp|Q9D7S7|RL22L_MOUSE 60S ribosomal protein L22-like 1 OS=Mus musculus GN=Rpl22l1 PE=1 SV=1;>sp|Q9D7S7-2|RL22L_MOUSE Isoform 2 of 60S ribosomal protein L22-like 1 OS=Mus 
200	1372	D3YWP3	D3YWP3	Rpl23a-ps3	60S ribosomal protein L23a OS	0.706	0.303	0.041	0.044	0.068	-0.199	-0.361	-0.196	-0.02	-0.323	intracellular;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part;nucleus;TORC2 complex;membrane-bounded organelle;intracellular membrane-bounded organelle;protein complex	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	nucleotide binding;nucleic acid binding;RNA binding;structural constituent of ribosome;structural molecule activity;binding;protein binding;rRNA binding	Ribosome	>tr|D3YWP3|D3YWP3_MOUSE MCG1034428 OS=Mus musculus GN=Rpl23a-ps3 PE=3 SV=1;>sp|P62751|RL23A_MOUSE 60S ribosomal protein L23a OS=Mus musculus GN=Rpl23a PE=1 SV=1;>tr|Q5M9M5|Q5M9M5_MOUSE MCG10806 OS=Mus musculus GN=Rpl23a PE=2 SV=1;>tr|D3Z1D6|D3Z1D6_MOUSE Un
201	1987	E9QNJ0	E9QNJ0	Rpl24	60S ribosomal protein L24 OS	0.844	0.116	-0.712	0.197	0.115	-0.208	-0.205	0.083	0.257	-0.118	ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part;large ribosomal subunit;cytosolic large ribosomal subunit;organelle part;intracellular organelle part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process;ribosomal large subunit assembly;cell cycle checkpoint;chemotaxis;mitotic cell cycle checkpoint;regulation of mitotic cell cycle;axon guidance;response to external stimulus;exit from mitosis;regulation of cell cycle process;cellular component organization;cranial nerve development;optic nerve development;nerve development;cell cycle process;cellular component assembly;ribonucleoprotein complex assembly;retinal ganglion cell axon guidance;mitotic cell cycle G1-S transition checkpoint;developmental process;cellular macromolecular complex subunit organization;cellular macromolecular complex assembly;locomotion;response to chemical stimulus;taxis;macromolecular complex subunit organization;anatomical structure development;regulation of biological process;regulation of cellular process;response to stimulus;regulation of cell cycle;retina development in camera-type eye;macromolecular complex assembly;biological regulation;regulation of cell cycle arrest;G1-S transition checkpoint;ribonucleoprotein complex subunit organization;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular component organization at cellular level;cellular component assembly at cellular level;regulation of G1-S transition of mitotic cell cycle;regulation of interphase of mitotic cell cycle	structural constituent of ribosome;structural molecule activity	Ribosome	>tr|E9QNJ0|E9QNJ0_MOUSE Uncharacterized protein OS=Mus musculus GN=Rpl24 PE=4 SV=1;>sp|Q8BP67|RL24_MOUSE 60S ribosomal protein L24 OS=Mus musculus GN=Rpl24 PE=2 SV=2;>tr|E9Q132|E9Q132_MOUSE Uncharacterized protein OS=Mus musculus GN=Rpl24 PE=4 SV=1
202	3530	P61255	RL26	Rpl26	60S ribosomal protein L26	0.282	-0.063	-0.304	0.059	-0.105	0.06	0.004	-0.197	0.475	0.109	intracellular;ribosome;large ribosomal subunit;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;organelle part;intracellular part;cytoplasmic part;intracellular organelle part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity;binding;protein binding	Ribosome	>sp|P61255|RL26_MOUSE 60S ribosomal protein L26 OS=Mus musculus GN=Rpl26 PE=2 SV=1;>tr|Q4FZH2|Q4FZH2_MOUSE MCG50660, isoform CRA_a OS=Mus musculus GN=Rpl26 PE=2 SV=1;>tr|B1ARA3|B1ARA3_MOUSE Ribosomal protein L26 (Fragment) OS=Mus musculus GN=Rpl26 PE=4 SV=
203	3534	P61358	RL27	Rpl27	60S ribosomal protein L27	1.142	-0.026	-0.659	0.42	-0.124	0.094	-0.25	0.248	0.066	-0.037	intracellular;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity	Ribosome	>sp|P61358|RL27_MOUSE 60S ribosomal protein L27 OS=Mus musculus GN=Rpl27 PE=2 SV=2;>tr|Q5BLJ9|Q5BLJ9_MOUSE 60S ribosomal protein L27 OS=Mus musculus GN=Rpl27 PE=2 SV=1
204	3050	P14115	RL27A	Rpl27a	60S ribosomal protein L27a	0.187	-0.253	-0.347	0.283	0.069	-0.28	-0.677	0.195	0.355	-0.13	intracellular;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity	Ribosome	>sp|P14115|RL27A_MOUSE 60S ribosomal protein L27a OS=Mus musculus GN=Rpl27a PE=2 SV=5;>tr|D3YZN6|D3YZN6_MOUSE MCG49843 OS=Mus musculus GN=Rpl27a-ps1 PE=3 SV=1;>tr|D3Z6J9|D3Z6J9_MOUSE Uncharacterized protein OS=Mus musculus GN=Gm5908 PE=3 SV=1;>tr|E9QP28|E9
205	3268	P41105	RL28	Rpl28	60S ribosomal protein L28	0.518	0.141	-0.172	0.115	-0.065	-0.097	-0.064	-0.236	0.131	-0.015	intracellular;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity	Ribosome	>sp|P41105|RL28_MOUSE 60S ribosomal protein L28 OS=Mus musculus GN=Rpl28 PE=1 SV=2;>tr|Q5M9J8|Q5M9J8_MOUSE MCG13936 OS=Mus musculus GN=Rpl28 PE=2 SV=1
206	6442	Q91VJ6	Q91VJ6	Rpl3	60S ribosomal protein L3 OS	0.385	-0.2	-0.28	0.216	-0.098	-0.268	-0.279	0.03	0.394	-0.062	intracellular;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part;cytoplasm	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity	Ribosome	>tr|Q91VJ6|Q91VJ6_MOUSE MCG11520, isoform CRA_b OS=Mus musculus GN=Rpl3 PE=2 SV=1;>sp|P27659|RL3_MOUSE 60S ribosomal protein L3 OS=Mus musculus GN=Rpl3 PE=2 SV=2;>tr|D3YZ47|D3YZ47_MOUSE Uncharacterized protein OS=Mus musculus GN=Gm5879 PE=3 SV=1
207	3599	P62889	RL30	Rpl30	60S ribosomal protein L30	1.167	0.407	-0.289	0.043	-0.043	0.069	-0.194	-0.129	-0.105	0.075	intracellular;cytoplasm;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity	Ribosome	>sp|P62889|RL30_MOUSE 60S ribosomal protein L30 OS=Mus musculus GN=Rpl30 PE=2 SV=2;>tr|Q58DZ3|Q58DZ3_MOUSE MCG20799 OS=Mus musculus GN=Rpl30 PE=2 SV=1
208	3601	P62900	RL31	Rpl31	60S ribosomal protein L31	0.496	0.45	-0.11	0.248	-0.465	-0.941	-0.061	-0.022	-0.006	0.382	intracellular;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity	Ribosome	>sp|P62900|RL31_MOUSE 60S ribosomal protein L31 OS=Mus musculus GN=Rpl31 PE=2 SV=1;>tr|Q5M9K9|Q5M9K9_MOUSE MCG126194, isoform CRA_a OS=Mus musculus GN=Rpl31 PE=2 SV=1;>tr|D3YVU2|D3YVU2_MOUSE MCG49033 OS=Mus musculus GN=Gm16382 PE=4 SV=1
209	3603	P62911	RL32	Rpl32	60S ribosomal protein L32	-0.241	0.207	0.648	0.19	-0.251	0.19	-0.087	-0.22	0.254	-0.004	intracellular;ribosome;large ribosomal subunit;cytosolic large ribosomal subunit;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;organelle part;intracellular part;cytoplasmic part;intracellular organelle part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity	Ribosome	>sp|P62911|RL32_MOUSE 60S ribosomal protein L32 OS=Mus musculus GN=Rpl32 PE=2 SV=2
210	1551	D3Z4H3	D3Z4H3	Rpl34	60S ribosomal protein L34 OS	0.677	0.779	-0.519	0.278	-0.276	-0.086	0.182	-0.101	0.114	0.013	intracellular;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity	Ribosome	>tr|D3Z4H3|D3Z4H3_MOUSE Uncharacterized protein OS=Mus musculus GN=Gm10154 PE=4 SV=1;>sp|Q9D1R9|RL34_MOUSE 60S ribosomal protein L34 OS=Mus musculus GN=Rpl34 PE=3 SV=2;>tr|D3YZW2|D3YZW2_MOUSE Uncharacterized protein OS=Mus musculus GN=Gm6404 PE=4 SV=1;>tr|
211	5261	Q6ZWV7	RL35	Rpl35	60S ribosomal protein L35	0.553	0.499	-0.676	-0.034	-0.059	0.039	-0.178	-0.127	0.093	0.05	intracellular;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity	Ribosome	>sp|Q6ZWV7|RL35_MOUSE 60S ribosomal protein L35 OS=Mus musculus GN=Rpl35 PE=2 SV=1
212	1510	D3Z2T7	D3Z2T7	Gm10247	60S ribosomal protein L35a OS	0.298	0.168	-0.019	0.03	-0.259	-0.066	-0.084	-0.296	-0.141	0.058	intracellular;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part;mitochondrion;membrane-bounded organelle;intracellular membrane-bounded organelle	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity	Ribosome	>tr|D3Z2T7|D3Z2T7_MOUSE MCG123716 OS=Mus musculus GN=Gm10247 PE=4 SV=1;>sp|O55142|RL35A_MOUSE 60S ribosomal protein L35a OS=Mus musculus GN=Rpl35a PE=2 SV=2;>tr|Q6ZWX1|Q6ZWX1_MOUSE MCG1036414 OS=Mus musculus GN=Rpl35a PE=4 SV=1;>tr|E9PXU5|E9PXU5_MOUSE Unch
213	1358	D3YW41	D3YW41	Rpl36-ps3	60S ribosomal protein L36	0.833	0.119	-0.381	0.028	-0.038	-0.096	-0.247	0.72	0.177	-0.265	intracellular;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity	Ribosome	>tr|D3YW41|D3YW41_MOUSE 60S ribosomal protein L36 OS=Mus musculus GN=Rpl36-ps3 PE=3 SV=1;>tr|Q6ZWZ4|Q6ZWZ4_MOUSE 60S ribosomal protein L36 OS=Mus musculus GN=Rpl36 PE=3 SV=1;>tr|D3Z3R1|D3Z3R1_MOUSE 60S ribosomal protein L36 OS=Mus musculus GN=Gm5745 PE=3 S
214	3704	P83882	RL36A	Rpl36a	60S ribosomal protein L36a	-0.288	0.336	-0.235	0.101	-0.118	-0.05	0.004	-0.164	-0.01	0.298	intracellular;cytoplasm;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity	Ribosome	>sp|P83882|RL36A_MOUSE 60S ribosomal protein L36a OS=Mus musculus GN=Rpl36a PE=3 SV=2;>tr|Q5M9P1|Q5M9P1_MOUSE MCG115063, isoform CRA_a OS=Mus musculus GN=Rpl36a PE=3 SV=1
215	3537	P61514	RL37A	Rpl37a	60S ribosomal protein L37a	0.854	0.472	-0.913	0.262	-0.043	0.086	-0.071	0.339	-0.111	-0.377	intracellular;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity;binding;ion binding;cation binding;metal ion binding	Ribosome	>sp|P61514|RL37A_MOUSE 60S ribosomal protein L37a OS=Mus musculus GN=Rpl37a PE=2 SV=2;>tr|Q4VAF2|Q4VAF2_MOUSE MCG112980, isoform CRA_a OS=Mus musculus GN=Rpl37a PE=2 SV=1
216	4561	Q52KP0	Q52KP0	Rpl38	60S ribosomal protein L38 OS	-0.014	-0.165	-0.087	-0.001	-0.631	-0.33	-0.205	-0.494	0.884	1.315	intracellular;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity	Ribosome	>tr|Q52KP0|Q52KP0_MOUSE MCG13615, isoform CRA_a OS=Mus musculus GN=Rpl38 PE=3 SV=1;>sp|Q9JJI8|RL38_MOUSE 60S ribosomal protein L38 OS=Mus musculus GN=Rpl38 PE=2 SV=3
217	3333	P47962	RL5	Rpl5	60S ribosomal protein L5	0.509	-0.066	-0.201	0.143	-0.035	-0.117	-0.117	0.052	0.272	0.07	intracellular;nucleus;nucleolus;cytoplasm;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;membrane-bounded organelle;non-membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;organelle part;intracellular part;nuclear part;cytoplasmic part;intracellular organelle part;cell part	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;rRNA processing;RNA processing;translation;nitrogen compound metabolic process;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;RNA metabolic process;rRNA metabolic process;protein metabolic process;ribonucleoprotein complex biogenesis;ncRNA processing;cellular nitrogen compound metabolic process;cellular macromolecule biosynthetic process;ncRNA metabolic process;ribosomal large subunit biogenesis;macromolecule metabolic process;cellular component biogenesis;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular component biogenesis at cellular level;nucleic acid metabolic process	nucleic acid binding;RNA binding;structural constituent of ribosome;structural molecule activity;binding;protein binding;5S rRNA binding;rRNA binding	Ribosome	>sp|P47962|RL5_MOUSE 60S ribosomal protein L5 OS=Mus musculus GN=Rpl5 PE=1 SV=3;>tr|Q58EU6|Q58EU6_MOUSE MCG13589 OS=Mus musculus GN=Rpl5 PE=2 SV=1;>tr|D3YYV8|D3YYV8_MOUSE Uncharacterized protein OS=Mus musculus GN=Rpl5 PE=4 SV=1
218	3330	P47911	RL6	Rpl6	60S ribosomal protein L6	0.812	-0.222	-0.323	0.419	0.077	-0.218	-0.273	0.162	0.171	-0.013	intracellular;ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	structural constituent of ribosome;structural molecule activity	Ribosome	>sp|P47911|RL6_MOUSE 60S ribosomal protein L6 OS=Mus musculus GN=Rpl6 PE=1 SV=3;>tr|Q3UCH0|Q3UCH0_MOUSE 60S ribosomal protein L6 OS=Mus musculus GN=Rpl6 PE=2 SV=1;>tr|E9PUX4|E9PUX4_MOUSE 60S ribosomal protein L6 OS=Mus musculus GN=Gm5428 PE=3 SV=1;>tr|D3Z4
219	3051	P14148	RL7	Rpl7	60S ribosomal protein L7	0.373	-0.088	-0.189	0.173	-0.014	-0.196	-0.16	0.026	0.172	0.057	intracellular;ribosome;large ribosomal subunit;cytosolic large ribosomal subunit;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;organelle part;intracellular part;cytoplasmic part;intracellular organelle part;cell part	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	nucleic acid binding;RNA binding;structural constituent of ribosome;structural molecule activity;binding;transcription regulator activity	Ribosome	>sp|P14148|RL7_MOUSE 60S ribosomal protein L7 OS=Mus musculus GN=Rpl7 PE=2 SV=2;>tr|Q5M9N8|Q5M9N8_MOUSE Ribosomal protein L7 OS=Mus musculus GN=Rpl7 PE=2 SV=1;>tr|D3Z6N4|D3Z6N4_MOUSE MCG18633 OS=Mus musculus GN=Gm5045 PE=4 SV=1
